order_id,customer_id,product_id,order_date,quantity,unit_price,discount_amount,tax_amount,total_amount,payment_status,refund_flag,campaign_id,updated_at
ORD-00000187,CUST-000663,PROD-011,2025-07-31,4,699.0,279.6,201.31,2717.71,Paid,False,CMP-0003,2025-07-31 00:00:00
ORD-00000188,CUST-000582,PROD-003,2025-07-23,1,399.0,39.9,28.73,387.83,Paid,False,CMP-0006,2025-08-16 00:00:00
ORD-00000189,CUST-000144,PROD-001,2025-11-06,5,49.0,0.0,19.6,264.6,Paid,False,,2025-11-30 00:00:00
ORD-00000190,CUST-000632,PROD-009,2025-10-21,3,299.0,134.55,61.0,823.45,Pending,False,CMP-0018,2025-11-13 00:00:00
ORD-00000191,CUST-000199,PROD-012,2025-11-30,2,189.0,0.0,30.24,408.24,Paid,False,CMP-0032,2025-12-09 00:00:00
ORD-00000192,CUST-000556,PROD-009,2025-03-26,2,299.0,59.8,43.06,581.26,Paid,False,,2025-05-08 00:00:00
ORD-00000193,CUST-000508,PROD-005,2025-09-02,2,499.0,0.0,79.84,1077.84,Paid,False,CMP-0002,2025-09-17 00:00:00
ORD-00000194,CUST-000773,PROD-006,2025-04-18,4,79.0,31.6,22.75,307.15,Paid,False,,2025-05-30 00:00:00
ORD-00000195,CUST-000977,PROD-002,2025-04-03,4,149.0,0.0,47.68,643.68,Paid,False,CMP-0033,2025-05-16 00:00:00
ORD-00000196,CUST-000191,PROD-005,2025-04-13,2,499.0,0.0,79.84,1077.84,Paid,False,CMP-0028,2025-04-22 00:00:00
ORD-00000197,CUST-000115,PROD-009,2025-07-27,5,299.0,0.0,119.6,1614.6,Paid,False,CMP-0004,2025-08-29 00:00:00
